Admit ID,RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
CIC062021-8730,78.0,Need More Help,Improvement needed,3.29,1.15,1.39,B.E. / B.TECH Non IT,0.73,3.27,FullStack_DeepTech,2020.0,Gunjan
CIC062021-8733,100.0,Need More Help,Improvement needed,3.59,1.26,1.42,BSc IT,0.88,3.56,FullStack_DeepTech,2019.0,Sunil
CIC062021-8735,100.0,Need Less Help,Meets expectations,3.35,1.26,1.45,B.E. / B.TECH Non IT,0.79,3.5,FullStack_DeepTech,2020.0,Ashish
CIC062021-8736,97.0,Need Less Help,Meets expectations,3.14,1.25,1.42,B.E. / B.TECH Non IT,0.67,3.34,AdvTech_1_2,2020.0,Ashish
CIC062021-8738,90.0,Need Less Help,Improvement needed,3.34,1.42,1.44,B.E. / B.TECH IT,0.75,3.6,AdvTech_1_2,2019.0,Dilip
CIC062021-8740,97.0,Need Less Help,Meets expectations,3.28,1.25,1.38,B.E. / B.TECH IT,0.76,3.39,AdvTech_1_2,2020.0,Ashish
CIC062021-8742,100.0,Need Less Help,Improvement needed,3.34,1.45,1.52,B.E. / B.TECH CS,0.78,3.75,FullStack_DeepTech,2020.0,Dilip
CIC062021-8744,94.0,Need Less Help,Meets expectations,3.66,1.35,1.62,B.E. / B.TECH CS,0.91,3.88,FullStack_DeepTech,2021.0,Sunil
CIC062021-8746,100.0,Need More Help,Improvement needed,3.33,1.05,1.46,B.E. / B.TECH Non IT,0.73,3.24,BasicTech,2015.0,Sunil
CIC062021-8747,100.0,Need More Help,Improvement needed,3.08,0.98,1.28,B.E. / B.TECH CS,0.67,2.92,AdvTech_1_2,2021.0,Sunil
CIC062021-8748,86.0,Need Less Help,Improvement needed,3.01,1.02,1.07,B.E. / B.TECH Non IT,0.54,2.63,BasicTech,2021.0,Sunil
CIC062021-8750,100.0,Need Less Help,Improvement needed,4.16,1.47,1.68,B.E. / B.TECH Non IT,0.89,4.04,AdvTech_1_2,2019.0,Gunjan
CIC062021-8751,85.0,Need More Help,Improvement needed,3.21,1.17,1.4,B.E. / B.TECH Non IT,0.78,3.35,BasicTech,2021.0,Gunjan
CIC062021-8756,98.0,Need More Help,Improvement needed,3.34,1.03,1.42,B.E. / B.TECH CS,0.78,3.22,BasicTech,2020.0,Dilip
CIC062021-8757,74.0,Need Less Help,Improvement needed,3.34,1.41,1.51,B.E. / B.TECH Non IT,0.73,3.65,FullStack_DeepTech,2021.0,Dilip
CIC062021-8758,100.0,Need Less Help,Meets expectations,3.35,1.35,1.46,B.E. / B.TECH CS,0.81,3.61,FullStack_DeepTech,2021.0,Ashish
CIC062021-8761,85.0,Need Less Help,Improvement needed,3.8,1.53,1.66,B.E. / B.TECH Non IT,0.86,4.05,AdvTech_1_2,2019.0,Gunjan
CIC062021-8762,92.0,Need Less Help,Improvement needed,3.34,1.39,1.52,B.E. / B.TECH Non IT,0.76,3.67,AdvTech_1_2,2019.0,Dilip
CIC062021-8766,98.0,Need Less Help,Improvement needed,3.34,1.46,1.56,B.E. / B.TECH Non IT,0.83,3.85,FullStack_DeepTech,2021.0,Dilip
CIC062021-8767,96.0,Need Less Help,Exceeds expectations,4.34,1.58,1.82,B.E. / B.TECH Non IT,0.94,4.34,FullStack_DeepTech,2020.0,Ashish
CIC062021-8768,80.0,Need More Help,Improvement needed,3.34,1.28,1.35,B.E. / B.TECH Non IT,0.67,3.3,AdvTech_1_2,2019.0,Sunil
CIC062021-8769,93.0,Need Less Help,Improvement needed,3.9,1.42,1.69,B.E. / B.TECH Non IT,0.88,3.99,FullStack_DeepTech,2021.0,Dilip
CIC062021-8770,58.0,Need No Help,Meets expectations,3.34,1.48,1.7,MCA,0.87,4.04,FullStack_DeepTech,2020.0,Gunjan
CIC062021-8773,24.0,Need Less Help,Meets expectations,3.34,1.45,1.58,B.E. / B.TECH Non IT,0.82,3.85,FullStack_DeepTech,2021.0,Gunjan
CIC062021-8777,87.0,Need Less Help,Meets expectations,3.34,1.37,1.63,B.E. / B.TECH CS,0.84,3.84,AdvTech_1_2,2018.0,Gunjan
CIC062021-8781,60.0,Need Less Help,Improvement needed,3.34,1.38,1.49,B.E. / B.TECH Non IT,0.82,3.69,FullStack_DeepTech,2019.0,Gunjan
CIC062021-8782,88.0,Need Less Help,Meets expectations,4.08,1.44,1.72,B.E. / B.TECH CS,0.91,4.06,FullStack_DeepTech,2020.0,Dilip
CIC062021-8783,76.0,Need No Help,Exceeds expectations,3.34,1.63,1.78,B.E. / B.TECH CS,0.93,4.33,AdvTech_1_2,2020.0,Gunjan
CIC062021-8784,66.0,Need Less Help,Improvement needed,3.56,1.18,1.35,B.E. / B.TECH CS,0.74,3.27,StdTech,2020.0,Ashish
CIC062021-8785,89.0,Need Less Help,Meets expectations,3.34,1.43,1.63,B.E. / B.TECH Non IT,0.87,3.93,AdvTech_1_2,2017.0,Gunjan
CIC062021-8794,89.0,Need Less Help,Meets expectations,3.34,1.42,1.68,B.E. / B.TECH CS,0.85,3.94,AdvTech_1_2,2021.0,Gunjan
CIC062021-8795,97.0,Need Less Help,Meets expectations,3.21,1.27,1.39,MCA,0.72,3.38,BasicTech,2020.0,Ashish
CIC062021-8796,94.0,Need Less Help,Improvement needed,4.12,1.52,1.6,B.E. / B.TECH Non IT,0.78,3.89,FullStack_DeepTech,2020.0,Gunjan
CIC062021-8818,93.0,Need Less Help,Meets expectations,4.04,1.52,1.64,B.E. / B.TECH CS,0.88,4.04,FullStack_DeepTech,2020.0,Sunil
CIC062021-8826,98.0,Need Less Help,Meets expectations,3.6,1.19,1.39,B.E. / B.TECH CS,0.65,3.23,FullStack_DeepTech,2018.0,Sunil
CIC062021-8830,96.0,Need Less Help,Meets expectations,4.52,1.43,1.69,M.E. / M.Tech CS/IT,0.91,4.03,AdvTech_1_2,2021.0,Sunil
CIC062021-8832,74.0,Need Less Help,Improvement needed,3.34,1.39,1.45,B.E. / B.TECH CS,0.74,3.58,FullStack_DeepTech,2021.0,Dilip
CIC062021-8836,98.0,Need No Help,Meets expectations,4.14,1.52,1.79,B.E. / B.TECH CS,0.87,4.19,FullStack_DeepTech,2020.0,Ashish
CIC062021-8837,92.0,Need Less Help,Improvement needed,3.73,1.45,1.31,B.E. / B.TECH CS,0.73,3.49,FullStack_DeepTech,2018.0,Sunil
CIC062021-8839,68.0,Need Less Help,Improvement needed,3.9,1.32,1.65,B.E. / B.TECH IT,0.94,3.92,FullStack_DeepTech,2018.0,Dilip
CIC062021-8840,79.0,Need Less Help,Improvement needed,3.64,1.27,1.58,B.E. / B.TECH Non IT,0.79,3.65,FullStack_DeepTech,2018.0,Dilip
CIC062021-8841,100.0,Need Less Help,Meets expectations,4.34,1.47,1.75,Other Non IT,0.91,4.13,FullStack_DeepTech,2017.0,Sunil
CIC062021-8844,95.0,Need Less Help,Improvement needed,3.92,1.38,1.7,BSc IT,0.82,3.91,FullStack_DeepTech,2020.0,Dilip
CIC062021-8845,100.0,Need No Help,Meets expectations,3.42,1.27,1.37,B.E. / B.TECH Non IT,0.72,3.35,AdvTech_1_2,2019.0,Sunil
CIC062021-8848,84.0,Need Less Help,Meets expectations,3.84,1.59,1.65,B.E. / B.TECH CS,0.76,3.99,AdvTech_1_2,2020.0,Ashish
CIC062021-8850,86.0,Need Less Help,Improvement needed,3.34,1.47,1.5,B.E. / B.TECH CS,0.73,3.7,AdvTech_1_2,2021.0,Dilip
CIC062021-8851,98.0,Need Less Help,Meets expectations,3.15,1.06,1.12,B.E. / B.TECH Non IT,0.58,2.75,BasicTech,2020.0,Sunil
CIC062021-8852,91.0,Need Less Help,Improvement needed,3.88,1.45,1.51,B.E. / B.TECH Non IT,0.76,3.72,FullStack_DeepTech,2021.0,Gunjan
CIC062021-8855,100.0,Need Less Help,Meets expectations,4.5,1.69,1.72,B.E. / B.TECH Non IT,0.9,4.3,FullStack_DeepTech,2020.0,Gunjan
CIC062021-8857,100.0,Need Less Help,Improvement needed,3.94,1.23,1.8,B.E. / B.TECH CS,0.87,3.89,AdvTech_1_2,2020.0,Sunil
CIC062021-8859,96.0,Need Less Help,Meets expectations,4.16,1.45,1.55,B.E. / B.TECH Non IT,0.76,3.76,FullStack_DeepTech,2020.0,Gunjan
CIC062021-8863,100.0,Need More Help,Improvement needed,3.11,1.22,1.65,B.E. / B.TECH Non IT,0.87,3.73,AdvTech_1_2,2021.0,Sunil
CIC062021-8866,69.0,Need Less Help,Improvement needed,3.34,1.37,1.38,BSc IT,0.75,3.49,AdvTech_1_2,2021.0,Dilip
CIC062021-8867,97.0,Need More Help,Improvement needed,3.01,1.3,1.27,BSc IT,0.7,3.27,AdvTech_1_2,2021.0,Dilip
CIC062021-8870,95.0,Need Less Help,Meets expectations,3.91,1.3,1.53,B.E. / B.TECH Non IT,0.85,3.69,AdvTech_1_2,2021.0,Ashish
CIC062021-8875,85.0,Need No Help,Meets expectations,4.26,1.65,1.74,B.E. / B.TECH Non IT,0.82,4.21,FullStack_DeepTech,2020.0,Ashish
CIC062021-8877,93.0,Need Less Help,Improvement needed,3.34,1.46,1.46,B.E. / B.TECH Non IT,0.76,3.68,FullStack_DeepTech,2021.0,Dilip
CIC062021-8880,98.0,Need Less Help,Meets expectations,4.16,1.53,1.61,B.E. / B.TECH Non IT,0.81,3.95,FullStack_DeepTech,2020.0,Gunjan
CIC062021-8881,98.0,Need Less Help,Meets expectations,4.34,1.51,1.6,B.E. / B.TECH Non IT,0.76,3.87,FullStack_DeepTech,2020.0,Gunjan
CIC062021-8883,56.0,Need Less Help,Improvement needed,3.68,1.43,1.53,B.E. / B.TECH Non IT,0.84,3.8,AdvTech_1_2,2018.0,Gunjan
CIC062021-8884,100.0,Need No Help,Meets expectations,4.1,1.61,1.62,MSc Non IT,0.82,4.05,FullStack_DeepTech,2017.0,Sunil
CIC062021-8887,36.0,Need Less Help,Improvement needed,3.85,1.51,1.59,B.E. / B.TECH IT,0.7,3.8,AdvTech_1_2,2021.0,Ashish
CIC062022-12158,100.0,Need More Help,Improvement needed,3.65,1.36,1.49,B.E. / B.TECH,0.82,3.67,AdvTech_1_2,2021.0,Sunil
CIC062022-12166,100.0,Need More Help,Improvement needed,4.03,1.63,1.67,PG Non IT,0.76,4.06,FullStack_DeepTech,2018.0,Sunil
CIC062022-12171,91.0,Need More Help,Improvement needed,3.65,1.31,1.49,B.E. / B.TECH Non IT,0.88,3.68,AdvTech_1_2,2019.0,Sunil
CIC062022-12218,100.0,Need More Help,Improvement needed,3.27,1.28,1.33,B.E. / B.TECH Non IT,0.76,3.37,AdvTech_1_2,2018.0,Ashish
CIC062022-12227,100.0,Need Less Help,Meets expectations,4.21,1.72,1.5,B.E. / B.TECH Non IT,0.92,4.14,FullStack_DeepTech,2018.0,Ashish
CIC072020-3788,100.0,Need Less Help,Meets expectations,4.4,1.49,1.63,B.E. / B.TECH Non IT,0.88,4.0,FullStack_DeepTech,2020.0,Sunil
CIC072020-8128,94.0,Need Less Help,Improvement needed,3.95,1.59,1.59,B.E. / B.TECH CS,0.75,3.92,FullStack_DeepTech,2020.0,Gunjan
CIC072020-8129,94.0,Need Less Help,Improvement needed,3.62,1.45,1.51,B.E. / B.TECH CS,0.77,3.73,FullStack_DeepTech,2019.0,Gunjan
CIC072020-8130,96.0,Need Less Help,Meets expectations,4.12,1.72,1.62,B.E. / B.TECH Non IT,0.77,4.1,FullStack_DeepTech,2020.0,Gunjan
CIC072020-8270,95.0,Need More Help,Improvement needed,3.73,1.29,1.44,MCA,0.72,3.45,FullStack_DeepTech,2019.0,Dilip
CIC072020-8306,92.0,Need More Help,Improvement needed,3.36,1.41,1.44,B.E. / B.TECH Non IT,0.72,3.57,StdTech,2020.0,Dilip
CIC072021-8892,97.0,Need Less Help,Meets expectations,4.22,1.6,1.63,B.E. / B.TECH CS,0.87,4.1,FullStack_DeepTech,2020.0,Sunil
CIC072021-8893,50.0,Need More Help,Unsatisfactory,3.34,0.61,1.03,B.E. / B.TECH Non IT,0.75,2.39,BasicTech,2019.0,Sunil
CIC072021-8898,93.0,Need No Help,Meets expectations,4.52,1.49,1.76,BSc Non IT,0.93,4.18,FullStack_DeepTech,2019.0,Ashish
CIC072021-8900,100.0,Need Less Help,Meets expectations,3.92,1.6,1.59,BCA IT,0.8,3.99,FullStack_DeepTech,2019.0,Gunjan
CIC072021-8901,98.0,Need Less Help,Meets expectations,3.92,1.76,1.77,BSc CS,0.88,4.41,FullStack_DeepTech,2019.0,Ashish
CIC072021-8906,91.0,Need Less Help,Meets expectations,4.39,1.61,1.76,B.E. / B.TECH Non IT,0.85,4.23,FullStack_DeepTech,2020.0,Gunjan
CIC072021-8909,97.0,Need Less Help,Meets expectations,3.92,1.55,1.63,B.E. / B.TECH Non IT,0.7,3.88,FullStack_DeepTech,2016.0,Sunil
CIC072021-8910,68.0,Need No Help,Exceeds expectations,3.34,1.66,1.78,B.E. / B.TECH IT,0.96,4.41,FullStack_DeepTech,2019.0,Gunjan
CIC072021-8911,94.0,Need No Help,Meets expectations,4.04,1.54,1.51,B.E. / B.TECH CS,0.76,3.82,FullStack_DeepTech,2020.0,Sunil
CIC072021-8914,98.0,Need Less Help,Meets expectations,4.04,1.47,1.64,B.E. / B.TECH Non IT,0.84,3.95,FullStack_DeepTech,2021.0,Gunjan
CIC072021-8916,78.0,Need More Help,Improvement needed,3.52,1.24,1.64,B.E. / B.TECH Non IT,0.82,3.7,FullStack_DeepTech,2020.0,Dilip
CIC072021-8917,97.0,Need Less Help,Meets expectations,4.16,1.64,1.59,B.E. / B.TECH Non IT,0.87,4.1,FullStack_DeepTech,2020.0,Sunil
CIC072021-8918,81.0,Need Less Help,Improvement needed,3.65,1.48,1.58,B.E. / B.TECH Non IT,0.84,3.9,AdvTech_1_2,2019.0,Gunjan
CIC072021-8921,92.0,Need Less Help,Meets expectations,3.97,1.45,1.56,MCA,0.67,3.68,AdvTech_1_2,2021.0,Ashish
CIC072021-8922,89.0,Need More Help,Unsatisfactory,1.75,0.95,1.07,B.E. / B.TECH CS,0.54,2.55,AdvTech_1_2,2021.0,Gunjan
CIC072021-8928,98.0,Need Less Help,Meets expectations,4.34,1.7,1.74,MCA,0.83,4.27,FullStack_DeepTech,2019.0,Gunjan
CIC072021-8930,98.0,Need Less Help,Improvement needed,3.84,1.54,1.59,B.E. / B.TECH Non IT,0.79,3.93,FullStack_DeepTech,2021.0,Gunjan
CIC072021-8933,98.0,Need Less Help,Improvement needed,3.78,1.3,1.59,B.E. / B.TECH CS,0.72,3.61,AdvTech_1_2,2021.0,Ashish
CIC072021-8934,100.0,Need Less Help,Improvement needed,3.76,1.39,1.69,B.E. / B.TECH Non IT,0.82,3.9,FullStack_DeepTech,2019.0,Dilip
CIC072021-8935,75.0,Need No Help,Exceeds expectations,3.34,1.65,1.8,B.E. / B.TECH Non IT,0.84,4.28,FullStack_DeepTech,2018.0,Ashish
CIC072021-8936,96.0,Need More Help,Unsatisfactory,1.81,1.12,1.21,B.E. / B.TECH Non IT,0.72,3.06,AdvTech_1_2,2018.0,Gunjan
CIC072021-8937,100.0,Need Less Help,Meets expectations,3.78,1.19,1.57,B.E. / B.TECH CS,0.79,3.55,FullStack_DeepTech,2017.0,Ashish
CIC072021-8939,100.0,Need Less Help,Improvement needed,3.79,1.31,1.57,MSc CS/IT,0.82,3.7,AdvTech_1_2,2020.0,Ashish
CIC072021-8943,98.0,Need Less Help,Improvement needed,3.7,1.33,1.69,MCA,0.91,3.94,FullStack_DeepTech,2021.0,Dilip
CIC072021-8944,41.0,Need Less Help,Meets expectations,3.91,1.57,1.59,B.E. / B.TECH Non IT,0.7,3.86,AdvTech_1_2,2021.0,Ashish
CIC072021-8951,3.0,Need Less Help,Improvement needed,3.34,1.14,1.58,B.E. / B.TECH Non IT,1.0,3.72,FullStack_DeepTech,2021.0,Dilip
CIC072021-8952,51.0,Need Less Help,Meets expectations,3.34,1.61,1.61,B.E. / B.TECH Non IT,0.88,4.1,FullStack_DeepTech,2019.0,Sunil
CIC072021-8953,100.0,Need More Help,Improvement needed,3.73,1.23,1.45,B.E. / B.TECH Non IT,0.91,3.6,FullStack_DeepTech,2017.0,Sunil
CIC072021-8955,72.0,Need Less Help,Meets expectations,3.34,1.31,1.67,MCA,0.91,3.89,AdvTech_1_2,2019.0,Dilip
CIC072021-8958,89.0,Need No Help,Meets expectations,4.4,1.64,1.61,B.E. / B.TECH Non IT,0.87,4.11,FullStack_DeepTech,2016.0,Sunil
CIC072021-8960,53.0,Need More Help,Unsatisfactory,3.34,0.74,1.08,B.E. / B.TECH Non IT,0.94,2.76,BasicTech,2021.0,Ashish
CIC072021-8961,98.0,Need More Help,Improvement needed,3.32,1.29,1.35,B.E. / B.TECH Non IT,0.79,3.43,FullStack_DeepTech,2021.0,Dilip
CIC072021-8963,93.0,Need More Help,Unsatisfactory,2.87,1.23,1.31,B.E. / B.TECH CS,0.68,3.21,AdvTech_1_2,2017.0,Ashish
CIC072021-8965,93.0,Need Less Help,Improvement needed,3.61,1.42,1.42,BSc Non IT,0.66,3.49,BasicTech,2021.0,Gunjan
CIC072021-8967,100.0,Need Less Help,Improvement needed,3.95,1.5,1.54,B.E. / B.TECH IT,0.79,3.83,StdTech,2019.0,Ashish
CIC072021-8970,92.0,Need Less Help,Improvement needed,3.34,1.4,1.4,B.E. / B.TECH Non IT,0.77,3.58,FullStack_DeepTech,2018.0,Dilip
CIC072021-8975,100.0,Need More Help,Improvement needed,3.25,1.17,1.43,B.E. / B.TECH Non IT,0.83,3.43,AdvTech_1_2,2018.0,Sunil
CIC072021-8979,92.0,Need Less Help,Improvement needed,3.34,1.5,1.52,B.E. / B.TECH Non IT,0.74,3.75,AdvTech_1_2,2017.0,Dilip
CIC072021-8982,95.0,Need Less Help,Improvement needed,3.79,1.68,1.64,BCA IT,0.8,4.11,FullStack_DeepTech,2021.0,Ashish
CIC072021-8983,100.0,Need Less Help,Meets expectations,4.48,1.41,1.73,B.E. / B.TECH CS,0.85,3.99,FullStack_DeepTech,2019.0,Sunil
CIC072021-8984,94.0,Need Less Help,Improvement needed,3.58,1.28,1.63,B.E. / B.TECH CS,0.87,3.78,FullStack_DeepTech,2020.0,Dilip
CIC072021-9005,7.0,Need Less Help,Meets expectations,3.93,1.31,1.64,B.E. / B.TECH IT,0.94,3.9,BasicTech,2014.0,Dilip
CIC072021-9009,5.0,Need Less Help,Improvement needed,3.62,1.03,1.59,MCA,0.93,3.55,BasicTech,2021.0,Dilip
CIC072021-9040,91.0,Need Less Help,Improvement needed,3.93,1.6,1.39,B.E. / B.TECH CS,0.83,3.82,FullStack_DeepTech,2021.0,Gunjan
CIC072021-9041,6.0,Need Less Help,Meets expectations,3.94,1.3,1.61,B.E. / B.TECH Non IT,0.94,3.86,FullStack_DeepTech,2016.0,Dilip
CIC072021-9048,89.0,Need Less Help,Meets expectations,3.86,1.47,1.52,B.E. / B.TECH Non IT,0.77,3.76,AdvTech_1_2,2020.0,Sunil
CIC072021-9069,98.0,Need Less Help,Meets expectations,4.03,1.55,1.48,B.E. / B.TECH Non IT,0.64,3.67,AdvTech_1_2,2021.0,Ashish
CIC072021-9070,100.0,Need Less Help,Meets expectations,4.26,1.61,1.61,B.E. / B.TECH CS,0.86,4.09,FullStack_DeepTech,2021.0,Ashish
CIC072021-9071,98.0,Need Less Help,Improvement needed,3.39,1.3,1.54,B.E. / B.TECH CS,0.8,3.64,AdvTech_1_2,2021.0,Gunjan
CIC072021-9103,100.0,Need Less Help,Meets expectations,4.13,1.16,1.29,B.E. / B.TECH Non IT,0.85,3.31,AdvTech_1_2,2021.0,Ashish
CIC072021-9107,96.0,Need Less Help,Meets expectations,3.91,1.53,1.68,B.E. / B.TECH Non IT,0.84,4.05,AdvTech_1_2,2020.0,Gunjan
CIC072021-9108,100.0,Need Less Help,Meets expectations,4.34,1.77,1.74,B.E. / B.TECH Non IT,0.93,4.44,FullStack_DeepTech,2020.0,Sunil
CIC072021-9110,96.0,Need More Help,Improvement needed,3.17,1.14,1.32,B.E. / B.TECH Non IT,0.72,3.18,BasicTech,2018.0,Sunil
CIC072021-9112,85.0,Need More Help,Improvement needed,2.9,1.12,1.34,B.E. / B.TECH Non IT,0.84,3.3,AdvTech_1_2,2021.0,Ashish
CIC072021-9113,94.0,Need Less Help,Improvement needed,3.47,1.26,1.4,MCA,0.75,3.41,StdTech,2020.0,Gunjan
CIC072021-9116,82.0,Need More Help,Improvement needed,3.52,1.35,1.42,B.E. / B.TECH Non IT,0.8,3.57,StdTech,2016.0,Sunil
CIC072021-9119,98.0,Need More Help,Improvement needed,3.34,1.31,1.47,B.E. / B.TECH Non IT,0.77,3.55,AdvTech_1_2,2018.0,Sunil
CIC072021-9120,98.0,Need Less Help,Meets expectations,4.46,1.44,1.69,B.E. / B.TECH CS,0.92,4.05,FullStack_DeepTech,2018.0,Ashish
CIC072021-9121,96.0,Need More Help,Improvement needed,3.53,1.27,1.58,B.E. / B.TECH IT,0.79,3.77,FullStack_DeepTech,2020.0,Sunil
CIC072021-9122,77.0,Need Less Help,Meets expectations,3.86,1.66,1.61,M.E. / M.Tech CS/IT,0.82,4.08,AdvTech_1_2,2019.0,Gunjan
CIC072021-9123,79.0,Need Less Help,Improvement needed,3.95,1.47,1.66,B.E. / B.TECH Non IT,0.84,3.96,FullStack_DeepTech,2019.0,Gunjan
CIC072021-9124,100.0,Need Less Help,Meets expectations,3.91,1.69,1.57,B.E. / B.TECH CS,0.84,4.1,FullStack_DeepTech,2021.0,Gunjan
CIC072021-9128,98.0,Need Less Help,Meets expectations,4.28,1.49,1.53,B.E. / B.TECH Non IT,0.83,3.85,FullStack_DeepTech,2016.0,Gunjan
CIC072021-9129,79.0,Need Less Help,Improvement needed,3.34,1.25,1.64,B.E. / B.TECH CS,0.79,3.68,FullStack_DeepTech,2021.0,Dilip
CIC072021-9131,82.0,Need Less Help,Improvement needed,3.34,1.41,1.58,B.E. / B.TECH IT,0.73,3.71,FullStack_DeepTech,2020.0,Dilip
CIC072021-9132,7.0,Need More Help,Improvement needed,3.36,0.92,1.49,MCA,0.89,3.3,StdTech,2019.0,Dilip
CIC072021-9133,80.0,Need More Help,Improvement needed,3.34,1.4,1.39,B.E. / B.TECH CS,0.7,3.5,AdvTech_1_2,2021.0,Sunil
CIC072021-9134,97.0,Need Less Help,Improvement needed,3.68,1.39,1.5,B.E. / B.TECH Non IT,0.69,3.58,BasicTech,2018.0,Sunil
CIC072021-9136,88.0,Need Less Help,Improvement needed,3.8,1.53,1.44,B.E. / B.TECH CS,0.69,3.65,FullStack_DeepTech,2020.0,Gunjan
CIC072021-9137,7.0,Need Less Help,Meets expectations,4.01,1.38,1.57,MCA,0.99,3.95,FullStack_DeepTech,2019.0,Dilip
CIC072021-9140,98.0,Need Less Help,Meets expectations,3.66,1.48,1.52,B.E. / B.TECH CS,0.77,3.77,FullStack_DeepTech,2018.0,Gunjan
CIC072021-9143,100.0,Need Less Help,Improvement needed,3.6,1.31,1.3,B.E. / B.TECH Non IT,0.78,3.39,AdvTech_1_2,2021.0,Ashish
CIC072021-9146,90.0,Need Less Help,Meets expectations,3.9,1.55,1.54,B.E. / B.TECH Non IT,0.83,3.92,FullStack_DeepTech,2021.0,Gunjan
CIC072021-9147,100.0,Need Less Help,Exceeds expectations,3.53,1.44,1.55,B.E. / B.TECH Non IT,0.75,3.73,FullStack_DeepTech,2018.0,Nagendra
CIC082020-4406,98.0,Need Less Help,Meets expectations,4.04,1.56,1.59,B.E. / B.TECH CS,0.76,3.91,FullStack_DeepTech,2020.0,Dilip
CIC082020-8328,98.0,Need Less Help,Meets expectations,3.5,1.42,1.47,MCA,0.72,3.61,BasicTech,2020.0,Ashish
CIC082020-8377,100.0,Need Less Help,Meets expectations,3.21,1.3,1.34,B.E. / B.TECH CS,0.69,3.33,BasicTech,2019.0,Ashish
CIC082020-8484,50.0,Need Less Help,Improvement needed,3.34,1.38,1.41,B.E. / B.TECH CS,0.82,3.6,FullStack_DeepTech,2018.0,Dilip
CIC082021-9148,68.0,Need More Help,Improvement needed,3.34,1.24,1.31,MSc CS/IT,0.57,3.12,BasicTech,2021.0,Dilip
CIC082021-9151,96.0,Need More Help,Improvement needed,3.5,1.23,1.31,B.E. / B.TECH CS,0.85,3.39,AdvTech_1_2,2018.0,Ashish
CIC082021-9152,52.0,Need Less Help,Improvement needed,3.63,1.35,1.49,MSc CS/IT,0.8,3.63,AdvTech_1_2,2021.0,Sunil
CIC082021-9159,68.0,Need Less Help,Improvement needed,3.34,1.32,1.46,B.E. / B.TECH Non IT,0.8,3.58,FullStack_DeepTech,2020.0,Sunil
CIC082021-9162,66.0,Need More Help,Improvement needed,3.34,1.11,1.2,MCA,0.71,3.03,BasicTech,2021.0,Sunil
CIC082021-9192,100.0,Need Less Help,Improvement needed,3.86,1.43,1.49,B.E. / B.TECH Non IT,0.71,3.62,FullStack_DeepTech,2018.0,Sunil
CIC082021-9195,81.0,Need More Help,Improvement needed,3.4,1.25,1.34,B.E. / B.TECH CS,0.8,3.39,StdTech,2021.0,Gunjan
CIC082021-9196,65.0,Need Less Help,Meets expectations,3.53,1.44,1.48,M.E. / M.Tech CS/IT,0.83,3.75,AdvTech_1_2,2021.0,Gunjan
CIC082021-9199,62.0,Need More Help,Unsatisfactory,3.34,0.91,1.24,B.E. / B.TECH CS,0.6,2.76,BasicTech,2020.0,Ashish
CIC082021-9200,81.0,Need More Help,Improvement needed,3.34,1.23,1.51,B.E. / B.TECH CS,0.82,3.55,FullStack_DeepTech,2020.0,Dilip
CIC082021-9201,98.0,Need Less Help,Meets expectations,4.04,1.46,1.62,B.E. / B.TECH Non IT,0.89,3.97,FullStack_DeepTech,2020.0,Nagendra
CIC082021-9202,96.0,Need Less Help,Meets expectations,3.98,1.67,1.57,MSc CS/IT,0.79,4.03,FullStack_DeepTech,2020.0,Gunjan
CIC082021-9206,6.0,Need Less Help,Improvement needed,3.68,1.04,1.62,B.E. / B.TECH CS,0.88,3.53,AdvTech_1_2,2019.0,Dilip
CIC082021-9207,82.0,Need Less Help,Improvement needed,3.81,1.23,1.47,MSc CS/IT,0.84,3.54,AdvTech_1_2,2020.0,Ashish
CIC082021-9210,6.0,Need Less Help,Improvement needed,3.88,1.09,1.59,B.E. / B.TECH Non IT,0.94,3.61,FullStack_DeepTech,2019.0,Dilip
CIC082021-9212,92.0,Need Less Help,Improvement needed,3.55,1.14,1.37,B.E. / B.TECH CS,0.73,3.24,BasicTech,2020.0,Gunjan
CIC082021-9213,6.0,Need Less Help,Improvement needed,3.74,1.02,1.53,B.E. / B.TECH Non IT,0.93,3.48,FullStack_DeepTech,2019.0,Dilip
CIC082021-9214,73.0,Need Less Help,Improvement needed,3.5,1.25,1.25,B.E. / B.TECH CS,0.73,3.23,StdTech,2019.0,Nagendra
CIC082021-9216,100.0,Need Less Help,Improvement needed,3.62,0.88,1.62,B.E. / B.TECH Non IT,0.91,3.42,FullStack_DeepTech,2019.0,Dilip
CIC082021-9219,91.0,Need Less Help,Meets expectations,4.13,1.42,1.75,B.E. / B.TECH Non IT,0.84,4.01,FullStack_DeepTech,2019.0,Ashish
CIC082021-9226,92.0,Need More Help,Improvement needed,3.47,1.57,1.41,B.E. / B.TECH IT,0.6,3.58,StdTech,2016.0,Ashish
CIC082021-9233,73.0,Need Less Help,Improvement needed,3.57,1.26,1.59,B.E. / B.TECH IT,0.87,3.71,StdTech,2019.0,Dilip
CIC082021-9235,98.0,Need Less Help,Improvement needed,3.74,1.4,1.47,MCA,0.71,3.58,AdvTech_1_2,2021.0,Sunil
